timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2017-08-17,4261.48000000,4485.39000000,3850.00000000,4139.98000000,2376.34840400,1503187199999,10091212.09232508,10813,1863.45329300,7925341.58720944,0
2017-08-20,4120.98000000,4211.08000000,3400.00000000,4040.00000000,2125.51094000,1503446399999,8480101.87649425,12787,1358.14723500,5450252.25623793,0
2017-08-23,4040.00000000,4453.91000000,4013.89000000,4280.68000000,2362.16805800,1503705599999,9929800.22834771,21430,616.33747800,2596523.29507228,0
2017-08-26,4280.71000000,4400.00000000,4124.54000000,4386.69000000,1182.64226900,1503964799999,5091106.32115720,10279,300.62928100,1296170.18598594,0
2017-08-29,4353.65000000,4745.42000000,4313.55000000,4724.89000000,1968.97060100,1504223999999,8946077.14650298,13871,471.45214400,2150944.79209775,0
2017-09-01,4689.89000000,4939.19000000,4286.87000000,4509.08000000,2181.03115900,1504483199999,10043942.25636497,17497,756.79450200,3474233.20791163,0
2017-09-04,4505.00000000,4662.87000000,3603.00000000,4619.77000000,3430.94649700,1504742399999,14619746.73228368,27357,1534.99997900,6577892.19344450,0
2017-09-07,4619.77000000,4788.59000000,4028.93000000,4258.81000000,2291.46797300,1505001599999,9987705.82846350,11580,994.63587300,4349203.54073630,0
2017-09-10,4258.81000000,4394.59000000,3801.00000000,4163.72000000,2239.99265900,1505260799999,9382405.19398310,14164,1065.76588700,4466769.01611921,0
2017-09-13,4159.72000000,4165.38000000,2817.00000000,3700.00000000,4547.35058000,1505519999999,16073394.51701940,24530,2090.32963400,7373884.54564700,0
2017-09-16,3674.01000000,4123.20000000,3470.66000000,4035.01000000,3009.74161800,1505779199999,11340401.58296612,23384,1316.45854000,4961243.03443733,0
2017-09-19,4060.00000000,4089.97000000,3567.00000000,3609.99000000,2624.92128900,1506038399999,10154942.72873940,23287,1169.85441600,4525252.67035195,0
2017-09-22,3592.84000000,3817.19000000,3505.55000000,3660.02000000,2253.39560600,1506297599999,8277266.86864401,25278,1233.94574900,4534748.08219734,0
2017-09-25,3660.02000000,4249.94000000,3653.69000000,4193.00000000,1882.89366600,1506556799999,7399996.24633432,26084,872.49308300,3446536.22933336,0
2017-09-28,4192.11000000,4380.00000000,3952.01000000,4378.51000000,3172.44807300,1506815999999,13213279.63021966,35584,1317.89238000,5490161.39584995,0
2017-10-01,4378.49000000,4561.63000000,4180.80000000,4310.00000000,2465.04422200,1507075199999,10669849.41039181,30380,1074.25249100,4657714.86758554,0
2017-10-04,4314.90000000,4417.00000000,4110.00000000,4369.00000000,2154.13291500,1507334399999,9183983.04866909,26710,870.11897300,3708695.80555265,0
2017-10-07,4369.00000000,4889.98000000,4312.56000000,4786.95000000,1462.52264900,1507593599999,6690398.58840322,22756,776.16448900,3560082.32557924,0
2017-10-10,4786.95000000,5439.99000000,4680.59000000,5430.00000000,3073.35265100,1507852799999,15313284.06370867,25892,2015.51536800,10026259.07886533,0
2017-10-13,5439.99000000,5922.30000000,5379.84000000,5709.99000000,4194.11004100,1508111999999,23684962.98837270,25374,1913.85534200,10803338.27469535,0
2017-10-16,5710.00000000,5788.91000000,5037.95000000,5512.06000000,5276.67021100,1508371199999,29200487.09038963,33732,2447.60779200,13553471.92971727,0
2017-10-19,5513.00000000,6171.00000000,5490.26000000,6024.97000000,5519.00702000,1508630399999,32210742.40245370,33391,2495.23226600,14559488.79599935,0
2017-10-22,6003.27000000,6080.00000000,5450.00000000,5477.03000000,5755.06869800,1508889599999,33207102.20464356,32657,2421.68953800,13960593.14948539,0
2017-10-25,5506.92000000,5980.00000000,5286.98000000,5768.83000000,5659.48550300,1509148799999,32129044.26391793,31760,2505.91873200,14237033.54828346,0
2017-10-28,5768.79000000,6248.68000000,5630.03000000,6120.50000000,4555.21962800,1509407999999,26959262.93043851,28234,2044.74029400,12084275.97007523,0
2017-10-31,6120.52000000,7300.00000000,6100.00000000,7019.98000000,5691.00091600,1509667199999,37807813.24355828,49500,2500.56903400,16647595.63074356,0
2017-11-03,7010.31000000,7590.25000000,6901.00000000,7345.01000000,4498.52168900,1509926399999,32679394.00886452,39860,1969.24880700,14313654.04555592,0
2017-11-06,7345.10000000,7770.02000000,6651.00000000,7303.00000000,6025.57755700,1510185599999,43338083.15785606,51038,2612.53625100,18834148.78252888,0
2017-11-09,7303.01000000,7392.00000000,6100.00000000,6245.05000000,7922.25927400,1510444799999,53563324.99592899,50547,3416.89246500,23076139.45745819,0
2017-11-12,6245.05000000,6697.47000000,5325.01000000,6574.99000000,8844.01863900,1510703999999,54378374.67121406,57710,4179.54386500,25788840.69252652,0
2017-11-15,6575.99000000,7989.00000000,6575.99000000,7699.19000000,8093.95852000,1510963199999,60969856.32859967,47286,4065.21094400,30572241.57131943,0
2017-11-18,7680.01000000,8319.99000000,7422.00000000,8212.00000000,11708.24126900,1511222399999,92224269.47151577,53381,5805.32000900,45702900.46530452,0
2017-11-21,8212.49000000,8400.00000000,7801.00000000,8019.99000000,12183.43241300,1511481599999,99599779.05266258,52175,6209.90672000,50789691.53883291,0
2017-11-24,8019.97000000,9350.00000000,7850.00000000,9128.02000000,12851.79303100,1511740799999,109071803.49886111,57654,6496.64033000,55146739.83385302,0
2017-11-27,9128.00000000,11300.03000000,8520.00000000,9687.88000000,22791.37540700,1511999999999,227172876.46726408,89623,13527.21843900,135420430.71175756,0
2017-11-30,9687.88000000,11190.00000000,8850.80000000,10890.01000000,20289.93771900,1512259199999,205738291.76414890,103222,11020.72310500,111689062.18094237,0
2017-12-03,10902.69000000,11853.00000000,10500.00000000,11699.99000000,15560.79314100,1512518399999,177886946.97853692,102884,8226.73178300,94173431.28995081,0
2017-12-06,11699.99000000,17204.99000000,11665.58000000,15880.00000000,31784.02515000,1512777599999,465551328.66140255,182464,19711.43156900,289805048.47739368,0
2017-12-09,15880.01000000,17470.00000000,12368.00000000,16587.97000000,42292.19762200,1513036799999,632185764.35347957,218780,22630.42700000,337872043.12394385,0
2017-12-12,16587.97000000,16976.45000000,14666.56000000,16334.98000000,33469.99836300,1513295999999,538578382.59335905,246029,16522.08443700,265836797.94616956,0
2017-12-15,16334.98000000,19798.68000000,16298.45000000,18860.02000000,22561.08609000,1513555199999,411970864.87962124,221836,11219.38639800,204380138.04714716,0
2017-12-18,18860.04000000,19300.00000000,14777.66000000,16488.98000000,37285.87798400,1513814399999,650323764.17080352,338287,16163.47236500,282205168.80953719,0
2017-12-21,16480.52000000,17309.50000000,10961.00000000,13300.00000000,69542.02735000,1514073599999,982446445.34072921,495997,35777.11056400,510071761.90158571,0
2017-12-24,13300.00000000,16050.00000000,11640.00000000,15689.01000000,59340.41069900,1514332799999,803692979.12851236,423106,32635.93578100,442539059.71956186,0
2017-12-27,15709.98000000,16498.05000000,13150.00000000,14378.90000000,54749.73085300,1514591999999,795542789.68663732,462334,29777.90320200,432815941.98432917,0
2017-12-30,14378.99000000,14398.85000000,11750.00000000,13380.00000000,39600.06360100,1514851199999,517886986.56149776,434692,19577.98008300,256459383.34459562,0
2018-01-02,13382.16000000,15473.49000000,12890.02000000,15059.54000000,57313.40932400,1515110399999,828615559.56821713,510825,33022.09325600,477784214.94025421,0
2018-01-05,15059.56000000,17176.24000000,14600.00000000,16150.03000000,54316.07419100,1515369599999,884733583.84393148,471480,31133.10685700,507398832.86879463,0
2018-01-08,16218.85000000,16322.30000000,12812.00000000,14907.09000000,58326.61582000,1515628799999,851211551.37815927,526774,29127.63235100,426318294.84316313,0
2018-01-11,14940.00000000,14968.68000000,11400.00000000,14210.00000000,62193.39441600,1515887999999,842190159.51308101,497507,30113.51046300,407760356.50697361,0
2018-01-14,14210.00000000,14339.50000000,9035.00000000,10900.00000000,95071.15820900,1516147199999,1149290687.81712654,715969,46072.84790000,558906942.24341580,0
2018-01-17,10899.99000000,11878.82000000,9037.94000000,11474.98000000,154925.60700400,1516406399999,1668217293.41618972,1183676,76098.59733700,820398773.98782840,0
2018-01-20,11474.98000000,13099.00000000,9900.24000000,10760.05000000,113901.23804400,1516665599999,1319566852.80855988,975118,56264.53189400,652015587.01216423,0
2018-01-23,10760.05000000,11794.05000000,9905.00000000,11175.27000000,85472.46449700,1516924799999,934971385.63683322,869755,42036.57383500,459819429.14603683,0
2018-01-26,11184.70000000,12244.00000000,10311.15000000,11879.95000000,68804.97982900,1517183999999,773357252.65069058,728445,31882.51451300,358275858.02151297,0
2018-01-29,11879.95000000,11975.02000000,9700.00000000,10285.10000000,57740.70728900,1517443199999,612732691.50058166,629833,26187.17773200,277293534.23640632,0
2018-02-01,10285.10000000,10335.00000000,8010.02000000,9199.96000000,112261.39202100,1517702399999,1008707558.74876939,1096950,52726.34557900,474492119.88162287,0
2018-02-04,9199.96000000,9368.00000000,6000.01000000,7652.14000000,195618.99133500,1517961599999,1430442783.50143811,1675640,93227.67497400,680024587.63514083,0
2018-02-07,7655.02000000,8738.00000000,7150.01000000,8683.92000000,82782.90864000,1518220799999,663053676.66752179,800401,41333.13587100,331788174.21162289,0
2018-02-10,8683.93000000,9065.78000000,7726.53000000,8903.00000000,136394.55109500,1518479999999,1152818686.17524543,1539864,68604.01495600,579632106.28519754,0
2018-02-13,8903.00000000,10219.50000000,8351.00000000,10000.09000000,128694.52253800,1518739199999,1187680321.15693925,1525139,62872.01801600,580682640.34878130,0
2018-02-16,10000.89000000,11274.00000000,9666.00000000,10383.43000000,141180.69510900,1518998399999,1476539306.70317485,1356429,69054.49302900,722688309.10364913,0
2018-02-19,10375.01000000,11786.01000000,10200.00000000,10437.60000000,157098.59017300,1519257599999,1726876925.41821094,1341419,77169.44294100,849111152.11861600,0
2018-02-22,10439.02000000,10933.44000000,9352.00000000,9694.51000000,165151.02515200,1519516799999,1659425713.98860235,1311671,79707.17995300,801404018.15719515,0
2018-02-25,9694.51000000,10870.00000000,9274.80000000,10569.04000000,93957.19546500,1519775999999,943141230.00600375,759385,46189.51397700,463912014.29220532,0
2018-02-28,10584.33000000,11200.00000000,10240.00000000,11039.00000000,79804.24780200,1520035199999,859023538.51966211,720005,39091.58446200,421190938.15662314,0
2018-03-03,11038.99000000,11710.00000000,11015.01000000,11454.00000000,53727.30299600,1520294399999,611466028.42555771,523121,26708.90809300,304168921.02366181,0
2018-03-06,11455.00000000,11455.00000000,9060.00000000,9271.64000000,121272.71666900,1520553599999,1233291530.77495378,983541,57762.20426500,586647608.91745556,0
2018-03-09,9267.07000000,9740.00000000,8329.00000000,9533.57000000,145618.27765000,1520812799999,1311784410.47429002,1084145,69956.44906800,630624857.75655541,0
2018-03-12,9533.57000000,9888.88000000,7900.28000000,8170.00000000,132130.28139600,1521071999999,1188974726.33426740,1078503,62109.48452800,559333230.87994089,0
2018-03-15,8184.01000000,8611.64000000,7650.00000000,7824.80000000,124216.63849900,1521331199999,1010458831.25592471,948377,62140.85160500,505909512.50933300,0
2018-03-18,7824.01000000,9050.00000000,7322.00000000,8909.98000000,159650.42248800,1521590399999,1308845465.97156251,1082011,78328.87079600,643162121.46754996,0
2018-03-21,8909.96000000,9177.01000000,8269.00000000,8898.03000000,120580.96984600,1521849599999,1053717195.24907204,848716,58721.83980400,513296753.53881131,0
2018-03-24,8898.04000000,8999.95000000,7831.00000000,8134.23000000,108501.97454800,1522108799999,918707761.08628693,796422,52638.62937200,446219476.17004044,0
2018-03-27,8134.22000000,8215.94000000,6941.11000000,7090.14000000,118449.89484500,1522367999999,912386908.25593417,809697,56732.61079600,437747787.85876672,0
2018-03-30,7090.16000000,7292.43000000,6430.00000000,6813.01000000,146246.00152600,1522627199999,1006164042.46292297,901292,72929.72484600,502168797.77624560,0
2018-04-02,6813.01000000,7520.00000000,6707.00000000,6796.10000000,112138.07568700,1522886399999,798845814.92115128,732172,55883.93627900,398075617.58173735,0
2018-04-05,6796.10000000,7070.00000000,6500.00000000,6895.80000000,98754.32164700,1523145599999,667910604.48223112,579509,49229.90240000,333029344.51807594,0
2018-04-08,6895.81000000,7185.00000000,6611.00000000,6843.90000000,77832.69846600,1523404799999,535695144.67942114,512885,39714.49247800,273462472.07835997,0
